Category 1,Category 2,Category 3,Product Code,Brand,Product Name,Supermarket Code,Price,Offers
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000002611,Kinder,Joy - Crispy Cocoa Specialities on Milky and Cocoa Creams including Surprise Toy for Girls (Tripack) 20g x 3,WELLCOME,25.90,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000002611,Kinder,Joy - Crispy Cocoa Specialities on Milky and Cocoa Creams including Surprise Toy for Girls (Tripack) 20g x 3,PARKNSHOP,19.90,"Purchase Chocolate, Candy &a; Chewing Gum over $40.00,free a pc of LINDT EXCELLENCE DARK 99PCT 50G.Offer is only applicable to each single transaction.While stock lasts.The offer is not applicable to Click &a; Collect service.Online Exclusive"
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000002611,Kinder,Joy - Crispy Cocoa Specialities on Milky and Cocoa Creams including Surprise Toy for Girls (Tripack) 20g x 3,JASONS,25.90,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000002611,Kinder,Joy - Crispy Cocoa Specialities on Milky and Cocoa Creams including Surprise Toy for Girls (Tripack) 20g x 3,MANNINGS,25.60,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000002611,Kinder,Joy - Crispy Cocoa Specialities on Milky and Cocoa Creams including Surprise Toy for Girls (Tripack) 20g x 3,AEON,23.50,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000000455,Kinder,Milk Chocolate With Milk Center 4 Bars 50g,WELLCOME,10.00,2 for $16.50
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000000455,Kinder,Milk Chocolate With Milk Center 4 Bars 50g,PARKNSHOP,9.80,"Buy 2 to save $1.70 / Purchase Chocolate, Candy &a; Chewing Gum over $40.00,free a pc of LINDT EXCELLENCE DARK 99PCT 50G.Offer is only applicable to each single transaction.While stock lasts.The offer is not applicable to Click &a; Collect service.Online Exclusive"
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000000455,Kinder,Milk Chocolate With Milk Center 4 Bars 50g,JASONS,11.00,2 for $17.00
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000000455,Kinder,Milk Chocolate With Milk Center 4 Bars 50g,AEON,7.90,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000002080,Lindt,Excellence 70% Cocoa Chocolate - Dark Extra Fine 100g,WELLCOME,33.00,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000002080,Lindt,Excellence 70% Cocoa Chocolate - Dark Extra Fine 100g,PARKNSHOP,33.90,"Purchase Chocolate, Candy &a; Chewing Gum over $40.00,free a pc of LINDT EXCELLENCE DARK 99PCT 50G.Offer is only applicable to each single transaction.While stock lasts.The offer is not applicable to Click &a; Collect service.Online Exclusive"
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000002080,Lindt,Excellence 70% Cocoa Chocolate - Dark Extra Fine 100g,JASONS,33.00,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000002080,Lindt,Excellence 70% Cocoa Chocolate - Dark Extra Fine 100g,AEON,39.90,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000000976,Lindt,Swiss Classic Chocolate - Milk Raisin Nut 100g,WELLCOME,21.00,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000000976,Lindt,Swiss Classic Chocolate - Milk Raisin Nut 100g,PARKNSHOP,23.90,"Purchase Chocolate, Candy &a; Chewing Gum over $40.00,free a pc of LINDT EXCELLENCE DARK 99PCT 50G.Offer is only applicable to each single transaction.While stock lasts.The offer is not applicable to Click &a; Collect service.Online Exclusive"
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000000976,Lindt,Swiss Classic Chocolate - Milk Raisin Nut 100g,JASONS,22.00,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000000976,Lindt,Swiss Classic Chocolate - Milk Raisin Nut 100g,AEON,28.90,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000003282,Lindt,Swiss Milk Chocolate 100g,WELLCOME,21.00,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000003282,Lindt,Swiss Milk Chocolate 100g,PARKNSHOP,23.90,"Purchase Chocolate, Candy &a; Chewing Gum over $40.00,free a pc of LINDT EXCELLENCE DARK 99PCT 50G.Offer is only applicable to each single transaction.While stock lasts.The offer is not applicable to Click &a; Collect service.Online Exclusive"
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000003282,Lindt,Swiss Milk Chocolate 100g,JASONS,22.00,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000003282,Lindt,Swiss Milk Chocolate 100g,AEON,28.90,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000002081,Lindt,Swiss Thins - Swiss Milk Chocolate 125g,WELLCOME,53.00,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000002081,Lindt,Swiss Thins - Swiss Milk Chocolate 125g,PARKNSHOP,54.90,"Purchase Chocolate, Candy &a; Chewing Gum over $40.00,free a pc of LINDT EXCELLENCE DARK 99PCT 50G.Offer is only applicable to each single transaction.While stock lasts.The offer is not applicable to Click &a; Collect service.Online Exclusive"
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000002081,Lindt,Swiss Thins - Swiss Milk Chocolate 125g,AEON,63.90,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000003287,Lindt,Swiss White Chocolate 100g,WELLCOME,21.00,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000003287,Lindt,Swiss White Chocolate 100g,PARKNSHOP,23.90,"Purchase Chocolate, Candy &a; Chewing Gum over $40.00,free a pc of LINDT EXCELLENCE DARK 99PCT 50G.Offer is only applicable to each single transaction.While stock lasts.The offer is not applicable to Click &a; Collect service.Online Exclusive"
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000003287,Lindt,Swiss White Chocolate 100g,JASONS,22.00,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000003287,Lindt,Swiss White Chocolate 100g,AEON,28.90,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000002267,Lotte,Almond Chocolate Crisp (paper box) 89g,PARKNSHOP,22.90,"Purchase Four Seas Flagship Store items over $111.00, can get a pc of CALBEE BBQ FLAVOURED POTATO CHIPS A4 FILE for free. Offer is only applicable to each single transaction. While stock lasts.The offer is not applicable to Click &a; Collect service. Online Exclusive / Purchase Chocolate, Candy &a; Chewing Gum over $40.00,free a pc of LINDT EXCELLENCE DARK 99PCT 50G.Offer is only applicable to each single transaction.While stock lasts.The offer is not applicable to Click &a; Collect service.Online Exclusive"
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000002604,M&M's,Peanut Chocolate Candies (15 x 13.5g Fun Size) 175.5g,WELLCOME,33.50,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000002604,M&M's,Peanut Chocolate Candies (15 x 13.5g Fun Size) 175.5g,PARKNSHOP,35.50,"Buy MARS designated brand over $399.00, can get a pc of M&a;M&s;s - Double 11 Limited Gift Set for free. Offer is only applicable to each single transaction. While stock lasts. The offer is not applicable to Click &a; Collect service. Online Exclusive / Purchase Chocolate, Candy &a; Chewing Gum over $40.00,free a pc of LINDT EXCELLENCE DARK 99PCT 50G.Offer is only applicable to each single transaction.While stock lasts.The offer is not applicable to Click &a; Collect service.Online Exclusive"
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000002604,M&M's,Peanut Chocolate Candies (15 x 13.5g Fun Size) 175.5g,JASONS,35.00,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000000846,M&M's,Peanut Chocolate Candies 37g,WELLCOME,11.00,2 for $17.00
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000000846,M&M's,Peanut Chocolate Candies 37g,PARKNSHOP,11.00,"Buy 3 to save $10.00 / Buy MARS designated brand over $399.00, can get a pc of M&a;M&s;s - Double 11 Limited Gift Set for free. Offer is only applicable to each single transaction. While stock lasts. The offer is not applicable to Click &a; Collect service. Online Exclusive / Purchase Chocolate, Candy &a; Chewing Gum over $40.00,free a pc of LINDT EXCELLENCE DARK 99PCT 50G.Offer is only applicable to each single transaction.While stock lasts.The offer is not applicable to Click &a; Collect service.Online Exclusive"
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000000846,M&M's,Peanut Chocolate Candies 37g,JASONS,11.00,2 for $17.00
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000000179,Maltesers,Milk Chocolate (Box) 90g,WELLCOME,21.00,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000000179,Maltesers,Milk Chocolate (Box) 90g,PARKNSHOP,21.90,"Buy MARS designated brand over $399.00, can get a pc of M&a;M&s;s - Double 11 Limited Gift Set for free. Offer is only applicable to each single transaction. While stock lasts. The offer is not applicable to Click &a; Collect service. Online Exclusive / Purchase Chocolate, Candy &a; Chewing Gum over $40.00,free a pc of LINDT EXCELLENCE DARK 99PCT 50G.Offer is only applicable to each single transaction.While stock lasts.The offer is not applicable to Click &a; Collect service.Online Exclusive"
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000000179,Maltesers,Milk Chocolate (Box) 90g,JASONS,21.00,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000000179,Maltesers,Milk Chocolate (Box) 90g,MANNINGS,20.00,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000000179,Maltesers,Milk Chocolate (Box) 90g,AEON,18.00,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000002218,Meiji,(Bar) Black Chocolate 50g,AEON,10.50,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000002219,Meiji,(Bar) Milk Chocolate 50g,AEON,10.50,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000001487,Meiji,(Box) Black Chocolate (26 blocks) 120g,WELLCOME,29.90,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000001487,Meiji,(Box) Black Chocolate (26 blocks) 120g,PARKNSHOP,31.90,"Purchase Four Seas Flagship Store items over $111.00, can get a pc of CALBEE BBQ FLAVOURED POTATO CHIPS A4 FILE for free. Offer is only applicable to each single transaction. While stock lasts.The offer is not applicable to Click &a; Collect service. Online Exclusive / Purchase Chocolate, Candy &a; Chewing Gum over $40.00,free a pc of LINDT EXCELLENCE DARK 99PCT 50G.Offer is only applicable to each single transaction.While stock lasts.The offer is not applicable to Click &a; Collect service.Online Exclusive"
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000001487,Meiji,(Box) Black Chocolate (26 blocks) 120g,JASONS,31.00,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000001487,Meiji,(Box) Black Chocolate (26 blocks) 120g,MANNINGS,33.50,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000002833,Meiji,(Box) Milk Chocolate (26 blocks) 120g,WELLCOME,29.90,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000002833,Meiji,(Box) Milk Chocolate (26 blocks) 120g,PARKNSHOP,31.90,"Purchase Four Seas Flagship Store items over $111.00, can get a pc of CALBEE BBQ FLAVOURED POTATO CHIPS A4 FILE for free. Offer is only applicable to each single transaction. While stock lasts.The offer is not applicable to Click &a; Collect service. Online Exclusive / Purchase Chocolate, Candy &a; Chewing Gum over $40.00,free a pc of LINDT EXCELLENCE DARK 99PCT 50G.Offer is only applicable to each single transaction.While stock lasts.The offer is not applicable to Click &a; Collect service.Online Exclusive"
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000002833,Meiji,(Box) Milk Chocolate (26 blocks) 120g,JASONS,31.00,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000002220,Meiji,Almond Chocolate 88g,WELLCOME,28.00,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000002220,Meiji,Almond Chocolate 88g,PARKNSHOP,27.90,"Purchase Four Seas Flagship Store items over $111.00, can get a pc of CALBEE BBQ FLAVOURED POTATO CHIPS A4 FILE for free. Offer is only applicable to each single transaction. While stock lasts.The offer is not applicable to Click &a; Collect service. Online Exclusive / Purchase Chocolate, Candy &a; Chewing Gum over $40.00,free a pc of LINDT EXCELLENCE DARK 99PCT 50G.Offer is only applicable to each single transaction.While stock lasts.The offer is not applicable to Click &a; Collect service.Online Exclusive"
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000002220,Meiji,Almond Chocolate 88g,JASONS,29.00,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000002220,Meiji,Almond Chocolate 88g,MANNINGS,26.50,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000002220,Meiji,Almond Chocolate 88g,AEON,26.90,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000002612,Meiji,Macadamia Nuts Chocolate 64g,WELLCOME,28.00,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000002612,Meiji,Macadamia Nuts Chocolate 64g,PARKNSHOP,27.90,"Purchase Four Seas Flagship Store items over $111.00, can get a pc of CALBEE BBQ FLAVOURED POTATO CHIPS A4 FILE for free. Offer is only applicable to each single transaction. While stock lasts.The offer is not applicable to Click &a; Collect service. Online Exclusive / Purchase Chocolate, Candy &a; Chewing Gum over $40.00,free a pc of LINDT EXCELLENCE DARK 99PCT 50G.Offer is only applicable to each single transaction.While stock lasts.The offer is not applicable to Click &a; Collect service.Online Exclusive"
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000002612,Meiji,Macadamia Nuts Chocolate 64g,JASONS,29.00,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000002612,Meiji,Macadamia Nuts Chocolate 64g,MANNINGS,26.50,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000002612,Meiji,Macadamia Nuts Chocolate 64g,AEON,26.90,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000001440,Morinaga Dars,Bitter Chocolate 42g,AEON,11.00,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000003284,Morinaga Dars,Milk Chocolate 50g,AEON,11.00,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000003286,Morinaga Dars,White Chocolate 42g,PARKNSHOP,9.90,"Buy 2 to save $4.80 / Purchase Chocolate, Candy &a; Chewing Gum over $40.00,free a pc of LINDT EXCELLENCE DARK 99PCT 50G.Offer is only applicable to each single transaction.While stock lasts.The offer is not applicable to Click &a; Collect service.Online Exclusive"
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000003286,Morinaga Dars,White Chocolate 42g,AEON,11.00,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000000948,Nestle Kit Kat,Milk Chocolate Wafer Fingers 41.5g,WELLCOME,8.90,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000000948,Nestle Kit Kat,Milk Chocolate Wafer Fingers 41.5g,PARKNSHOP,11.50,"Purchase Kit Kat Items over $50.00, can get a pc of KitKat® Mount Fuji Tote Bag for free. Offer is only applicable to each single transaction.While stock lasts.The offer is not applicable to Click &a; Collect service.Online Exclusive / Buy 2 to save $4.20 / Buy Nestle items(exclude nan pro milk powder,Nescafe RTD,case deal offer &a; pet care products)over $100.00,free a pc of NESTLE FITNESS DEL MILK CHOCO BF CEREAL BAR 22.5Gx6.Offer is only applicable to each single transaction.While stock lasts.Online Exclusive. / Buy Nestle items(exclude nan pro milk powder,Nescafe RTD,case deal offer &a; pet care products)over $400.00, enjoy 11% off. Offer is only applicable to each single transaction. While stock lasts.Online Exclusive. / Purchase Chocolate, Candy &a; Chewing Gum over $40.00,free a pc of LINDT EXCELLENCE DARK 99PCT 50G.Offer is only applicable to each single transaction.While stock lasts.The offer is not applicable to Click &a; Collect service.Online Exclusive"
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000000948,Nestle Kit Kat,Milk Chocolate Wafer Fingers 41.5g,JASONS,9.50,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000002553,Ritter Sport,Dark Whole Hazelnuts Chocolate 100g,JASONS,19.90,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000000994,Snickers,Peanut Chocolate 51g,WELLCOME,12.00,2 for $18.00
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000000994,Snickers,Peanut Chocolate 51g,PARKNSHOP,11.00,"Buy MARS designated brand over $399.00, can get a pc of M&a;M&s;s - Double 11 Limited Gift Set for free. Offer is only applicable to each single transaction. While stock lasts. The offer is not applicable to Click &a; Collect service. Online Exclusive / Purchase Chocolate, Candy &a; Chewing Gum over $40.00,free a pc of LINDT EXCELLENCE DARK 99PCT 50G.Offer is only applicable to each single transaction.While stock lasts.The offer is not applicable to Click &a; Collect service.Online Exclusive / Buy 2 to save $4.00"
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000000994,Snickers,Peanut Chocolate 51g,JASONS,13.00,2 for $19.00
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000000994,Snickers,Peanut Chocolate 51g,AEON,9.00,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000001443,Storck Merci,Finest Selection - Assorted Chocolates (7 Varieties of Chocolate Specialities) 250g,PARKNSHOP,52.90,"Purchase Chocolate, Candy &a; Chewing Gum over $40.00,free a pc of LINDT EXCELLENCE DARK 99PCT 50G.Offer is only applicable to each single transaction.While stock lasts.The offer is not applicable to Click &a; Collect service.Online Exclusive"
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000001449,Storck Merci,Finest Selection - Assorted Chocolates (7 Varieties of Chocolate Specialities) 400g,PARKNSHOP,89.50,"Purchase Chocolate, Candy &a; Chewing Gum over $40.00,free a pc of LINDT EXCELLENCE DARK 99PCT 50G.Offer is only applicable to each single transaction.While stock lasts.The offer is not applicable to Click &a; Collect service.Online Exclusive"
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000000456,Toblerone,Milk Mini Chocolate - Bag 200g,WELLCOME,26.00,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000000456,Toblerone,Milk Mini Chocolate - Bag 200g,PARKNSHOP,24.90,"Buy OreoRitzChips AhoyPacifcJacob’sCadburyToblerone items over $60.00,free a pc of TNCC PARTY MIX (JELLY) 200G.Offer is only applicable to each single transaction.While stock lasts.The offer is not applicable to C&a;C service.Online Exclusive / Purchase Chocolate, Candy &a; Chewing Gum over $40.00,free a pc of LINDT EXCELLENCE DARK 99PCT 50G.Offer is only applicable to each single transaction.While stock lasts.The offer is not applicable to Click &a; Collect service.Online Exclusive"
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000000456,Toblerone,Milk Mini Chocolate - Bag 200g,JASONS,26.00,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000000456,Toblerone,Milk Mini Chocolate - Bag 200g,AEON,24.90,
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000001447,Twix,Cookie Bars - Caramel Milk Chocolate 50.7g,WELLCOME,12.00,2 for $18.00
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000001447,Twix,Cookie Bars - Caramel Milk Chocolate 50.7g,PARKNSHOP,11.00,"Buy MARS designated brand over $399.00, can get a pc of M&a;M&s;s - Double 11 Limited Gift Set for free. Offer is only applicable to each single transaction. While stock lasts. The offer is not applicable to Click &a; Collect service. Online Exclusive / Purchase Chocolate, Candy &a; Chewing Gum over $40.00,free a pc of LINDT EXCELLENCE DARK 99PCT 50G.Offer is only applicable to each single transaction.While stock lasts.The offer is not applicable to Click &a; Collect service.Online Exclusive / Buy 2 to save $4.00"
Candies / Biscuits / Snacks,Candies / Confectioneries,Chocolates,P000001447,Twix,Cookie Bars - Caramel Milk Chocolate 50.7g,JASONS,13.00,2 for $19.00
Candies / Biscuits / Snacks,Candies / Confectioneries,Candies,P000001444,Brown & Haley Almond Roca,Buttercrunch Toffee with Almonds 140g,WELLCOME,45.50,
Candies / Biscuits / Snacks,Candies / Confectioneries,Candies,P000001444,Brown & Haley Almond Roca,Buttercrunch Toffee with Almonds 140g,PARKNSHOP,45.50,"Purchase Chocolate, Candy &a; Chewing Gum over $40.00,free a pc of LINDT EXCELLENCE DARK 99PCT 50G.Offer is only applicable to each single transaction.While stock lasts.The offer is not applicable to Click &a; Collect service.Online Exclusive"
Candies / Biscuits / Snacks,Candies / Confectioneries,Candies,P000001444,Brown & Haley Almond Roca,Buttercrunch Toffee with Almonds 140g,JASONS,45.50,
Candies / Biscuits / Snacks,Candies / Confectioneries,Candies,P000001450,Brown & Haley Almond Roca,Buttercrunch Toffee with Almonds 340g,PARKNSHOP,102.00,"Purchase Chocolate, Candy &a; Chewing Gum over $40.00,free a pc of LINDT EXCELLENCE DARK 99PCT 50G.Offer is only applicable to each single transaction.While stock lasts.The offer is not applicable to Click &a; Collect service.Online Exclusive"
Candies / Biscuits / Snacks,Candies / Confectioneries,Candies,P000001445,Brown & Haley Almond Roca,Buttercrunch Toffee with Almonds 600g,PARKNSHOP,155.00,"Purchase Chocolate, Candy &a; Chewing Gum over $40.00,free a pc of LINDT EXCELLENCE DARK 99PCT 50G.Offer is only applicable to each single transaction.While stock lasts.The offer is not applicable to Click &a; Collect service.Online Exclusive"
Candies / Biscuits / Snacks,Candies / Confectioneries,Candies,P000000545,Frutips,Blackcurrant Pastilles 52.5g,PARKNSHOP,8.90,"Buy 2 to save $2.80 / Buy Nestle items(exclude nan pro milk powder,Nescafe RTD,case deal offer &a; pet care products)over $100.00,free a pc of NESTLE FITNESS DEL MILK CHOCO BF CEREAL BAR 22.5Gx6.Offer is only applicable to each single transaction.While stock lasts.Online Exclusive. / Buy Nestle items(exclude nan pro milk powder,Nescafe RTD,case deal offer &a; pet care products)over $400.00, enjoy 11% off. Offer is only applicable to each single transaction. While stock lasts.Online Exclusive. / Purchase Chocolate, Candy &a; Chewing Gum over $40.00,free a pc of LINDT EXCELLENCE DARK 99PCT 50G.Offer is only applicable to each single transaction.While stock lasts.The offer is not applicable to Click &a; Collect service.Online Exclusive"
Candies / Biscuits / Snacks,Candies / Confectioneries,Candies,P000000133,Frutips,Fruit Pastilles - Giant Tube 125g,WELLCOME,19.00,
Candies / Biscuits / Snacks,Candies / Confectioneries,Candies,P000000133,Frutips,Fruit Pastilles - Giant Tube 125g,PARKNSHOP,19.90,"Buy Nestle items(exclude nan pro milk powder,Nescafe RTD,case deal offer &a; pet care products)over $100.00,free a pc of NESTLE FITNESS DEL MILK CHOCO BF CEREAL BAR 22.5Gx6.Offer is only applicable to each single transaction.While stock lasts.Online Exclusive. / Buy Nestle items(exclude nan pro milk powder,Nescafe RTD,case deal offer &a; pet care products)over $400.00, enjoy 11% off. Offer is only applicable to each single transaction. While stock lasts.Online Exclusive. / Purchase Chocolate, Candy &a; Chewing Gum over $40.00,free a pc of LINDT EXCELLENCE DARK 99PCT 50G.Offer is only applicable to each single transaction.While stock lasts.The offer is not applicable to Click &a; Collect service.Online Exclusive"
Candies / Biscuits / Snacks,Candies / Confectioneries,Candies,P000000133,Frutips,Fruit Pastilles - Giant Tube 125g,JASONS,21.00,
Candies / Biscuits / Snacks,Candies / Confectioneries,Candies,P000000133,Frutips,Fruit Pastilles - Giant Tube 125g,MANNINGS,21.80,
Candies / Biscuits / Snacks,Candies / Confectioneries,Candies,P000003064,Haribo Goldbaeren,Mini Gold Bears Gummy 200g,WELLCOME,18.90,
Candies / Biscuits / Snacks,Candies / Confectioneries,Candies,P000003064,Haribo Goldbaeren,Mini Gold Bears Gummy 200g,JASONS,20.00,
Candies / Biscuits / Snacks,Candies / Confectioneries,Candies,P000000136,Mentos,Mint Roll 37.5g,WELLCOME,7.00,2 for $12.00
Candies / Biscuits / Snacks,Candies / Confectioneries,Candies,P000000136,Mentos,Mint Roll 37.5g,PARKNSHOP,7.00,"Buy 2 to save $2.00 / Purchase Chocolate, Candy &a; Chewing Gum over $40.00,free a pc of LINDT EXCELLENCE DARK 99PCT 50G.Offer is only applicable to each single transaction.While stock lasts.The offer is not applicable to Click &a; Collect service.Online Exclusive"
Candies / Biscuits / Snacks,Candies / Confectioneries,Candies,P000000136,Mentos,Mint Roll 37.5g,JASONS,7.50,2 for $12.00
Candies / Biscuits / Snacks,Candies / Confectioneries,Candies,P000000136,Mentos,Mint Roll 37.5g,AEON,5.50,
Candies / Biscuits / Snacks,Candies / Confectioneries,Candies,P000002938,Nimm2,Fruity Filled Orange and Lemon Candies with Vitamins 50g,WELLCOME,8.50,2 for $14.00
Candies / Biscuits / Snacks,Candies / Confectioneries,Candies,P000002938,Nimm2,Fruity Filled Orange and Lemon Candies with Vitamins 50g,PARKNSHOP,8.50,"Buy 2 to save $2.00 / Purchase Chocolate, Candy &a; Chewing Gum over $40.00,free a pc of LINDT EXCELLENCE DARK 99PCT 50G.Offer is only applicable to each single transaction.While stock lasts.The offer is not applicable to Click &a; Collect service.Online Exclusive"
Candies / Biscuits / Snacks,Candies / Confectioneries,Candies,P000002938,Nimm2,Fruity Filled Orange and Lemon Candies with Vitamins 50g,JASONS,8.80,2 for $14.00
Candies / Biscuits / Snacks,Candies / Confectioneries,Candies,P000002938,Nimm2,Fruity Filled Orange and Lemon Candies with Vitamins 50g,MANNINGS,7.00,Buy 2 at $10.00
Candies / Biscuits / Snacks,Candies / Confectioneries,Candies,P000002938,Nimm2,Fruity Filled Orange and Lemon Candies with Vitamins 50g,AEON,7.00,
Candies / Biscuits / Snacks,Candies / Confectioneries,Candies,P000000187,Ribena,Blackcurrant Pastilles 30pcs 60g,WELLCOME,12.90,
Candies / Biscuits / Snacks,Candies / Confectioneries,Candies,P000000187,Ribena,Blackcurrant Pastilles 30pcs 60g,PARKNSHOP,14.50,"Purchase Chocolate, Candy &a; Chewing Gum over $40.00,free a pc of LINDT EXCELLENCE DARK 99PCT 50G.Offer is only applicable to each single transaction.While stock lasts.The offer is not applicable to Click &a; Collect service.Online Exclusive"
Candies / Biscuits / Snacks,Candies / Confectioneries,Candies,P000000187,Ribena,Blackcurrant Pastilles 30pcs 60g,JASONS,14.00,
Candies / Biscuits / Snacks,Candies / Confectioneries,Candies,P000000187,Ribena,Blackcurrant Pastilles 30pcs 60g,AEON,12.90,
Candies / Biscuits / Snacks,Candies / Confectioneries,Candies,P000001330,Skittles,Original Fruit Candies 45g,WELLCOME,8.00,Buy 2nd at half price
Candies / Biscuits / Snacks,Candies / Confectioneries,Candies,P000001330,Skittles,Original Fruit Candies 45g,PARKNSHOP,7.00,"Buy 2 to save $3.00 / Buy MARS designated brand over $399.00, can get a pc of M&a;M&s;s - Double 11 Limited Gift Set for free. Offer is only applicable to each single transaction. While stock lasts. The offer is not applicable to Click &a; Collect service. Online Exclusive / Purchase Chocolate, Candy &a; Chewing Gum over $40.00,free a pc of LINDT EXCELLENCE DARK 99PCT 50G.Offer is only applicable to each single transaction.While stock lasts.The offer is not applicable to Click &a; Collect service.Online Exclusive"
Candies / Biscuits / Snacks,Candies / Confectioneries,Candies,P000001330,Skittles,Original Fruit Candies 45g,JASONS,8.00,Buy 2nd at half price
Candies / Biscuits / Snacks,Candies / Confectioneries,Candies,P000003230,Sugus,Assorted Fruit Flavour Chews (Bag) 175g,WELLCOME,19.90,
